"Date","Time","Open","High","Low","Close","Volume"
12/30/2002,1011,0.92,0.92,0.92,0.92,36036
12/30/2002,1012,0.92,0.92,0.92,0.92,112000
12/30/2002,1013,0.92,0.92,0.92,0.92,35000
12/30/2002,1014,0.92,0.92,0.92,0.92,99400
12/30/2002,1015,0.92,0.92,0.92,0.92,47544
12/30/2002,1016,0.92,0.92,0.92,0.92,51800
12/30/2002,1017,0.92,0.92,0.92,0.92,303856
12/30/2002,1018,0.92,0.92,0.92,0.92,92960
12/30/2002,1019,0.92,0.93,0.92,0.93,60200
12/30/2002,1020,0.93,0.93,0.93,0.93,144200
12/30/2002,1021,0.93,0.93,0.93,0.93,333620
12/30/2002,1022,0.93,0.93,0.93,0.93,63000
12/30/2002,1023,0.93,0.93,0.93,0.93,69104
12/30/2002,1024,0.93,0.93,0.93,0.93,93492
12/30/2002,1025,0.93,0.93,0.93,0.93,23646
12/30/2002,1026,0.93,0.93,0.93,0.93,61600
12/30/2002,1027,0.93,0.93,0.93,0.93,138600
12/30/2002,1028,0.93,0.93,0.93,0.93,53200
12/30/2002,1029,0.93,0.93,0.93,0.93,44800
12/30/2002,1030,0.93,0.93,0.93,0.93,43400
12/30/2002,1031,0.93,0.93,0.93,0.93,41496
12/30/2002,1032,0.93,0.93,0.93,0.93,117600
12/30/2002,1033,0.93,0.93,0.93,0.93,29400
12/30/2002,1034,0.93,0.93,0.93,0.93,8400
12/30/2002,1035,0.93,0.93,0.93,0.93,13328
12/30/2002,1036,0.93,0.93,0.93,0.93,92400
12/30/2002,1037,0.93,0.93,0.93,0.93,64400
12/30/2002,1038,0.93,0.93,0.93,0.93,122430
12/30/2002,1039,0.93,0.93,0.92,0.92,61600
12/30/2002,1040,0.93,0.93,0.92,0.93,114800
12/30/2002,1041,0.93,0.93,0.92,0.93,74200
12/30/2002,1042,0.92,0.92,0.92,0.92,16800
12/30/2002,1043,0.93,0.93,0.92,0.92,348222
12/30/2002,1044,0.92,0.92,0.92,0.92,239736
12/30/2002,1045,0.92,0.92,0.92,0.92,314398
12/30/2002,1046,0.92,0.92,0.92,0.92,123200
12/30/2002,1047,0.92,0.92,0.92,0.92,95200
12/30/2002,1048,0.92,0.92,0.92,0.92,63000
12/30/2002,1049,0.92,0.92,0.92,0.92,14000
12/30/2002,1050,0.92,0.92,0.92,0.92,108682
12/30/2002,1051,0.92,0.92,0.92,0.92,177380
12/30/2002,1052,0.92,0.92,0.92,0.92,142576
12/30/2002,1053,0.92,0.92,0.92,0.92,11200
12/30/2002,1054,0.92,0.92,0.92,0.92,148400
12/30/2002,1055,0.92,0.92,0.92,0.92,79716
12/30/2002,1056,0.92,0.92,0.92,0.92,26600
12/30/2002,1057,0.92,0.92,0.92,0.92,117698
12/30/2002,1058,0.92,0.92,0.92,0.92,53620
12/30/2002,1059,0.92,0.92,0.92,0.92,263312
12/30/2002,1100,0.92,0.92,0.92,0.92,123200
12/30/2002,1101,0.92,0.92,0.92,0.92,119000
12/30/2002,1102,0.92,0.92,0.92,0.92,394800
12/30/2002,1103,0.92,0.92,0.92,0.92,127778
12/30/2002,1104,0.92,0.92,0.92,0.92,60200
12/30/2002,1105,0.92,0.92,0.92,0.92,175700
12/30/2002,1106,0.92,0.92,0.92,0.92,142758
12/30/2002,1107,0.92,0.92,0.92,0.92,127190
12/30/2002,1108,0.92,0.92,0.92,0.92,126350
12/30/2002,1109,0.92,0.92,0.92,0.92,128156
12/30/2002,1110,0.92,0.92,0.92,0.92,263522
12/30/2002,1111,0.92,0.92,0.92,0.92,120400
12/30/2002,1112,0.92,0.92,0.92,0.92,65800
12/30/2002,1113,0.92,0.92,0.92,0.92,18200
12/30/2002,1114,0.92,0.92,0.92,0.92,52500
12/30/2002,1115,0.92,0.92,0.92,0.92,42000
12/30/2002,1116,0.92,0.92,0.92,0.92,91000
12/30/2002,1117,0.92,0.92,0.92,0.92,22400
12/30/2002,1118,0.92,0.92,0.92,0.92,43400
12/30/2002,1119,0.92,0.92,0.92,0.92,19600
12/30/2002,1120,0.92,0.92,0.92,0.92,126700
12/30/2002,1121,0.92,0.92,0.92,0.92,131600
12/30/2002,1122,0.92,0.92,0.92,0.92,43400
12/30/2002,1123,0.92,0.92,0.92,0.92,70000
12/30/2002,1124,0.92,0.92,0.92,0.92,21000
12/30/2002,1125,0.92,0.92,0.92,0.92,29764
12/30/2002,1126,0.92,0.92,0.92,0.92,22512
12/30/2002,1127,0.92,0.92,0.92,0.92,86800
12/30/2002,1128,0.92,0.92,0.92,0.92,85890
12/30/2002,1129,0.92,0.92,0.92,0.92,246260
12/30/2002,1130,0.92,0.92,0.92,0.92,135800
12/30/2002,1131,0.92,0.92,0.92,0.92,42280
12/30/2002,1132,0.92,0.92,0.92,0.92,40936
12/30/2002,1133,0.92,0.92,0.92,0.92,32284
12/30/2002,1134,0.92,0.92,0.92,0.92,29400
12/30/2002,1135,0.92,0.92,0.92,0.92,85428
12/30/2002,1136,0.92,0.92,0.92,0.92,47600
12/30/2002,1137,0.92,0.92,0.92,0.92,19600
12/30/2002,1138,0.92,0.92,0.92,0.92,53480
12/30/2002,1139,0.92,0.92,0.92,0.92,174664
12/30/2002,1140,0.92,0.92,0.92,0.92,25200
12/30/2002,1141,0.92,0.92,0.92,0.92,25200
12/30/2002,1142,0.92,0.92,0.92,0.92,57400
12/30/2002,1143,0.92,0.92,0.92,0.92,38990
12/30/2002,1144,0.92,0.92,0.92,0.92,37800
12/30/2002,1145,0.92,0.92,0.92,0.92,33600
12/30/2002,1146,0.92,0.92,0.92,0.92,63546
12/30/2002,1147,0.92,0.92,0.92,0.92,25200
12/30/2002,1148,0.92,0.92,0.92,0.92,16800
12/30/2002,1149,0.92,0.92,0.92,0.92,43400
12/30/2002,1150,0.92,0.92,0.92,0.92,8400
12/30/2002,1151,0.92,0.92,0.92,0.92,46200
12/30/2002,1152,0.92,0.92,0.92,0.92,86800
12/30/2002,1153,0.92,0.92,0.92,0.92,62244
12/30/2002,1154,0.92,0.92,0.92,0.92,128800
12/30/2002,1155,0.92,0.92,0.92,0.92,46200
12/30/2002,1156,0.92,0.92,0.92,0.92,117600
12/30/2002,1157,0.92,0.92,0.92,0.92,96306
12/30/2002,1158,0.92,0.92,0.92,0.92,295162
12/30/2002,1159,0.92,0.92,0.92,0.92,24500
12/30/2002,1200,0.92,0.92,0.92,0.92,29442
12/30/2002,1201,0.92,0.92,0.92,0.92,116200
12/30/2002,1202,0.92,0.92,0.92,0.92,86800
12/30/2002,1203,0.92,0.92,0.92,0.92,182294
12/30/2002,1204,0.92,0.92,0.92,0.92,19600
12/30/2002,1205,0.92,0.92,0.92,0.92,260008
12/30/2002,1206,0.92,0.92,0.92,0.92,63000
12/30/2002,1207,0.92,0.92,0.92,0.92,46200
12/30/2002,1208,0.92,0.92,0.92,0.92,26600
12/30/2002,1209,0.92,0.92,0.92,0.92,41384
12/30/2002,1210,0.92,0.92,0.92,0.92,18200
12/30/2002,1211,0.92,0.92,0.92,0.92,203854
12/30/2002,1212,0.92,0.92,0.92,0.92,44800
12/30/2002,1213,0.92,0.92,0.92,0.92,68600
12/30/2002,1214,0.92,0.92,0.92,0.92,5600
12/30/2002,1215,0.92,0.92,0.92,0.92,32200
12/30/2002,1216,0.92,0.92,0.92,0.92,14000
12/30/2002,1217,0.92,0.92,0.92,0.92,15400
12/30/2002,1218,0.92,0.92,0.92,0.92,90972
12/30/2002,1219,0.92,0.92,0.92,0.92,19600
12/30/2002,1220,0.92,0.92,0.92,0.92,81200
12/30/2002,1221,0.92,0.92,0.92,0.92,63000
12/30/2002,1222,0.92,0.92,0.92,0.92,29400
12/30/2002,1223,0.92,0.92,0.92,0.92,102200
12/30/2002,1224,0.92,0.92,0.92,0.92,93198
12/30/2002,1225,0.92,0.92,0.92,0.92,51800
12/30/2002,1226,0.92,0.92,0.92,0.92,81200
12/30/2002,1227,0.92,0.92,0.92,0.92,67200
12/30/2002,1228,0.92,0.92,0.92,0.92,19600
12/30/2002,1229,0.92,0.92,0.92,0.92,85400
12/30/2002,1230,0.92,0.92,0.92,0.92,53200
12/30/2002,1231,0.92,0.92,0.92,0.92,63000
12/30/2002,1232,0.92,0.92,0.92,0.92,148582
12/30/2002,1233,0.92,0.92,0.92,0.92,97440
12/30/2002,1234,0.92,0.92,0.92,0.92,67200
12/30/2002,1235,0.92,0.92,0.92,0.92,342174
12/30/2002,1236,0.92,0.92,0.92,0.92,37800
12/30/2002,1237,0.92,0.92,0.92,0.92,5600
12/30/2002,1238,0.92,0.92,0.92,0.92,90104
12/30/2002,1239,0.92,0.92,0.92,0.92,28000
12/30/2002,1240,0.92,0.92,0.92,0.92,29778
12/30/2002,1241,0.92,0.92,0.92,0.92,7840
12/30/2002,1242,0.92,0.92,0.92,0.92,36400
12/30/2002,1243,0.92,0.92,0.92,0.92,304248
12/30/2002,1244,0.92,0.92,0.92,0.92,259826
12/30/2002,1245,0.92,0.92,0.92,0.92,8400
12/30/2002,1246,0.92,0.92,0.92,0.92,28000
12/30/2002,1247,0.92,0.92,0.92,0.92,195328
12/30/2002,1248,0.92,0.92,0.92,0.92,43400
12/30/2002,1249,0.92,0.92,0.92,0.92,245000
12/30/2002,1250,0.92,0.92,0.92,0.92,8400
12/30/2002,1251,0.92,0.92,0.92,0.92,108304
12/30/2002,1252,0.92,0.92,0.92,0.92,267904
12/30/2002,1253,0.92,0.92,0.92,0.92,205408
12/30/2002,1254,0.92,0.92,0.92,0.92,98000
12/30/2002,1255,0.92,0.92,0.92,0.92,67550
12/30/2002,1256,0.92,0.92,0.92,0.92,138600
12/30/2002,1257,0.92,0.92,0.92,0.92,42000
12/30/2002,1258,0.92,0.92,0.92,0.92,18200
12/30/2002,1259,0.92,0.92,0.92,0.92,38500
12/30/2002,1300,0.92,0.92,0.92,0.92,98000
12/30/2002,1301,0.92,0.92,0.92,0.92,53200
12/30/2002,1302,0.92,0.92,0.92,0.92,11200
12/30/2002,1303,0.92,0.92,0.92,0.92,92400
12/30/2002,1304,0.92,0.92,0.92,0.92,9800
12/30/2002,1305,0.92,0.92,0.92,0.92,8400
12/30/2002,1306,0.92,0.92,0.92,0.92,100800
12/30/2002,1307,0.92,0.92,0.92,0.92,37800
12/30/2002,1308,0.92,0.92,0.92,0.92,15400
12/30/2002,1309,0.92,0.92,0.92,0.92,121800
12/30/2002,1311,0.92,0.92,0.92,0.92,18200
12/30/2002,1312,0.92,0.92,0.92,0.92,219044
12/30/2002,1313,0.92,0.92,0.92,0.92,125846
12/30/2002,1314,0.92,0.92,0.92,0.92,36400
12/30/2002,1315,0.92,0.92,0.92,0.92,8400
12/30/2002,1317,0.92,0.92,0.92,0.92,25200
12/30/2002,1319,0.92,0.92,0.92,0.92,78316
12/30/2002,1320,0.92,0.92,0.92,0.92,53200
12/30/2002,1321,0.93,0.93,0.92,0.92,22400
12/30/2002,1322,0.93,0.93,0.92,0.92,46200
12/30/2002,1323,0.93,0.93,0.92,0.93,50400
12/30/2002,1324,0.93,0.93,0.92,0.93,19600
12/30/2002,1325,0.92,0.93,0.92,0.93,58800
12/30/2002,1326,0.92,0.93,0.92,0.93,16800
12/30/2002,1327,0.93,0.93,0.93,0.93,103600
12/30/2002,1328,0.93,0.93,0.93,0.93,86800
12/30/2002,1329,0.93,0.93,0.93,0.93,51912
12/30/2002,1330,0.93,0.93,0.93,0.93,107800
12/30/2002,1331,0.93,0.93,0.93,0.93,37268
12/30/2002,1332,0.93,0.93,0.93,0.93,72800
12/30/2002,1333,0.93,0.93,0.93,0.93,43400
12/30/2002,1334,0.93,0.93,0.93,0.93,221018
12/30/2002,1335,0.93,0.93,0.93,0.93,117446
12/30/2002,1336,0.93,0.93,0.93,0.93,88704
12/30/2002,1337,0.93,0.93,0.93,0.93,469854
12/30/2002,1338,0.93,0.93,0.93,0.93,89600
12/30/2002,1339,0.93,0.93,0.93,0.93,205800
12/30/2002,1340,0.93,0.93,0.93,0.93,108934
12/30/2002,1341,0.93,0.93,0.93,0.93,2800
12/30/2002,1342,0.93,0.93,0.93,0.93,30800
12/30/2002,1343,0.93,0.93,0.93,0.93,75600
12/30/2002,1344,0.93,0.93,0.93,0.93,18200
12/30/2002,1345,0.93,0.93,0.93,0.93,101696
12/30/2002,1346,0.93,0.93,0.93,0.93,58800
12/30/2002,1347,0.93,0.93,0.93,0.93,49000
12/30/2002,1348,0.93,0.93,0.93,0.93,58240
12/30/2002,1349,0.93,0.93,0.93,0.93,87360
12/30/2002,1350,0.93,0.93,0.93,0.93,22400
12/30/2002,1351,0.93,0.93,0.93,0.93,25200
12/30/2002,1352,0.93,0.93,0.93,0.93,7000
12/30/2002,1353,0.93,0.93,0.93,0.93,19124
12/30/2002,1354,0.93,0.93,0.93,0.93,46200
12/30/2002,1355,0.93,0.93,0.93,0.93,44800
12/30/2002,1356,0.93,0.93,0.93,0.93,40600
12/30/2002,1357,0.93,0.93,0.93,0.93,12600
12/30/2002,1358,0.93,0.93,0.93,0.93,7000
12/30/2002,1359,0.93,0.93,0.92,0.92,74200
12/30/2002,1400,0.93,0.93,0.93,0.93,151956
12/30/2002,1401,0.93,0.93,0.93,0.93,49000
12/30/2002,1402,0.93,0.93,0.93,0.93,26600
12/30/2002,1403,0.93,0.93,0.93,0.93,8400
12/30/2002,1404,0.93,0.93,0.92,0.92,75600
12/30/2002,1405,0.92,0.93,0.92,0.92,150290
12/30/2002,1406,0.92,0.93,0.92,0.92,57400
12/30/2002,1407,0.93,0.93,0.92,0.92,36400
12/30/2002,1408,0.92,0.92,0.92,0.92,18200
12/30/2002,1409,0.92,0.92,0.92,0.92,7238
12/30/2002,1410,0.92,0.92,0.92,0.92,43162
12/30/2002,1411,0.92,0.92,0.92,0.92,14504
12/30/2002,1412,0.92,0.92,0.92,0.92,42294
12/30/2002,1413,0.92,0.92,0.92,0.92,18200
12/30/2002,1414,0.92,0.92,0.92,0.92,80388
12/30/2002,1415,0.92,0.92,0.92,0.92,120400
12/30/2002,1416,0.92,0.92,0.92,0.92,67200
12/30/2002,1417,0.92,0.92,0.92,0.92,33600
12/30/2002,1418,0.92,0.92,0.92,0.92,38080
12/30/2002,1419,0.92,0.92,0.92,0.92,96600
12/30/2002,1420,0.92,0.92,0.92,0.92,86800
12/30/2002,1421,0.92,0.92,0.92,0.92,82138
12/30/2002,1422,0.92,0.93,0.92,0.93,70728
12/30/2002,1423,0.92,0.93,0.92,0.92,30800
12/30/2002,1424,0.93,0.93,0.93,0.93,4200
12/30/2002,1425,0.93,0.93,0.93,0.93,84000
12/30/2002,1426,0.92,0.93,0.92,0.92,208138
12/30/2002,1427,0.92,0.93,0.92,0.93,15400
12/30/2002,1428,0.92,0.93,0.92,0.93,47600
12/30/2002,1429,0.93,0.93,0.92,0.93,379400
12/30/2002,1430,0.92,0.93,0.92,0.92,15400
12/30/2002,1431,0.93,0.93,0.92,0.92,33600
12/30/2002,1432,0.92,0.93,0.92,0.93,138740
12/30/2002,1433,0.93,0.93,0.92,0.92,186200
12/30/2002,1434,0.92,0.93,0.92,0.93,64400
12/30/2002,1435,0.93,0.93,0.93,0.93,57400
12/30/2002,1436,0.93,0.93,0.93,0.93,89894
12/30/2002,1437,0.93,0.93,0.93,0.93,7000
12/30/2002,1438,0.93,0.93,0.93,0.93,19516
12/30/2002,1439,0.93,0.93,0.93,0.93,6160
12/30/2002,1440,0.93,0.93,0.93,0.93,9800
12/30/2002,1441,0.93,0.93,0.93,0.93,12600
12/30/2002,1442,0.93,0.93,0.93,0.93,87304
12/30/2002,1443,0.93,0.93,0.93,0.93,23800
12/30/2002,1444,0.93,0.93,0.93,0.93,30800
12/30/2002,1445,0.93,0.93,0.93,0.93,36400
12/30/2002,1446,0.93,0.93,0.93,0.93,33600
12/30/2002,1447,0.93,0.93,0.93,0.93,8400
12/30/2002,1448,0.93,0.93,0.93,0.93,11200
12/30/2002,1449,0.93,0.93,0.93,0.93,19600
12/30/2002,1450,0.93,0.93,0.93,0.93,11200
12/30/2002,1451,0.93,0.93,0.93,0.93,134120
12/30/2002,1452,0.93,0.93,0.93,0.93,36400
12/30/2002,1453,0.93,0.93,0.93,0.93,36400
12/30/2002,1454,0.93,0.93,0.93,0.93,15400
12/30/2002,1455,0.93,0.93,0.93,0.93,30800
12/30/2002,1456,0.93,0.93,0.93,0.93,26600
12/30/2002,1457,0.93,0.93,0.93,0.93,79800
12/30/2002,1458,0.93,0.93,0.92,0.93,23800
12/30/2002,1459,0.92,0.93,0.92,0.93,18816
12/30/2002,1500,0.92,0.93,0.92,0.93,319284
12/30/2002,1501,0.93,0.93,0.93,0.93,220668
12/30/2002,1502,0.93,0.93,0.93,0.93,88788
12/30/2002,1503,0.93,0.93,0.93,0.93,47796
12/30/2002,1504,0.93,0.93,0.93,0.93,9800
12/30/2002,1505,0.93,0.93,0.93,0.93,25200
12/30/2002,1506,0.93,0.93,0.93,0.93,47600
12/30/2002,1507,0.93,0.93,0.93,0.93,48538
12/30/2002,1508,0.93,0.93,0.93,0.93,89600
12/30/2002,1509,0.93,0.93,0.93,0.93,31206
12/30/2002,1510,0.93,0.93,0.93,0.93,124600
12/30/2002,1511,0.93,0.93,0.93,0.93,71596
12/30/2002,1512,0.93,0.93,0.93,0.93,32704
12/30/2002,1513,0.93,0.93,0.93,0.93,32200
12/30/2002,1514,0.93,0.93,0.93,0.93,26782
12/30/2002,1515,0.93,0.93,0.93,0.93,137102
12/30/2002,1516,0.93,0.93,0.93,0.93,17654
12/30/2002,1517,0.93,0.93,0.93,0.93,35000
12/30/2002,1518,0.93,0.93,0.93,0.93,51800
12/30/2002,1519,0.93,0.93,0.93,0.93,21000
12/30/2002,1520,0.93,0.93,0.93,0.93,32130
12/30/2002,1521,0.93,0.93,0.93,0.93,56000
12/30/2002,1522,0.93,0.93,0.93,0.93,203000
12/30/2002,1523,0.93,0.93,0.93,0.93,67200
12/30/2002,1524,0.93,0.93,0.93,0.93,35350
12/30/2002,1525,0.93,0.93,0.93,0.93,35644
12/30/2002,1526,0.93,0.93,0.93,0.93,14154
12/30/2002,1527,0.93,0.93,0.93,0.93,42154
12/30/2002,1528,0.93,0.93,0.93,0.93,161966
12/30/2002,1529,0.93,0.93,0.93,0.93,36400
12/30/2002,1530,0.93,0.93,0.93,0.93,5600
12/30/2002,1531,0.93,0.93,0.93,0.93,128800
12/30/2002,1532,0.93,0.93,0.93,0.93,19600
12/30/2002,1533,0.93,0.93,0.93,0.93,11200
12/30/2002,1534,0.93,0.93,0.93,0.93,206514
12/30/2002,1535,0.93,0.93,0.93,0.93,30800
12/30/2002,1536,0.93,0.93,0.93,0.93,67200
12/30/2002,1537,0.93,0.93,0.93,0.93,285600
12/30/2002,1538,0.93,0.93,0.93,0.93,187600
12/30/2002,1539,0.93,0.93,0.93,0.93,193200
12/30/2002,1540,0.93,0.93,0.93,0.93,235200
12/30/2002,1541,0.93,0.93,0.93,0.93,14000
12/30/2002,1542,0.93,0.93,0.93,0.93,175000
12/30/2002,1543,0.93,0.93,0.93,0.93,61334
12/30/2002,1544,0.93,0.93,0.93,0.93,72254
12/30/2002,1545,0.93,0.93,0.93,0.93,215600
12/30/2002,1546,0.93,0.93,0.93,0.93,21000
12/30/2002,1547,0.93,0.93,0.93,0.93,65800
12/30/2002,1548,0.93,0.93,0.93,0.93,179774
12/30/2002,1549,0.93,0.93,0.93,0.93,56112
12/30/2002,1550,0.93,0.93,0.93,0.93,317800
12/30/2002,1551,0.93,0.93,0.93,0.93,306600
12/30/2002,1552,0.93,0.93,0.93,0.93,113400
12/30/2002,1553,0.93,0.93,0.93,0.93,121800
12/30/2002,1554,0.93,0.93,0.93,0.93,253400
12/30/2002,1555,0.93,0.93,0.93,0.93,481558
12/30/2002,1556,0.93,0.93,0.93,0.93,264670
12/30/2002,1557,0.93,0.93,0.93,0.93,149800
12/30/2002,1558,0.93,0.93,0.93,0.93,460600
12/30/2002,1559,0.93,0.93,0.93,0.93,308616
12/31/2002,0930,0.93,0.93,0.93,0.93,441028
12/31/2002,0931,0.93,0.93,0.93,0.93,421428
12/31/2002,0932,0.93,0.93,0.93,0.93,134400
12/31/2002,0933,0.93,0.93,0.93,0.93,102200
12/31/2002,0934,0.93,0.93,0.93,0.93,68600
12/31/2002,0935,0.93,0.93,0.93,0.93,128800
12/31/2002,0936,0.93,0.94,0.93,0.94,400134
12/31/2002,0937,0.94,0.94,0.94,0.94,54600
12/31/2002,0938,0.94,0.94,0.94,0.94,84000
12/31/2002,0939,0.94,0.94,0.94,0.94,163170
12/31/2002,0940,0.94,0.94,0.94,0.94,191660
12/31/2002,0941,0.94,0.94,0.94,0.94,149800
12/31/2002,0942,0.93,0.94,0.93,0.94,40600
12/31/2002,0943,0.94,0.94,0.93,0.93,107800
12/31/2002,0944,0.93,0.93,0.93,0.93,14000
12/31/2002,0945,0.93,0.93,0.93,0.93,18200
12/31/2002,0946,0.93,0.93,0.93,0.93,23800
12/31/2002,0947,0.93,0.93,0.93,0.93,313824
12/31/2002,0948,0.93,0.93,0.93,0.93,167300
12/31/2002,0949,0.93,0.93,0.93,0.93,44800
12/31/2002,0950,0.93,0.93,0.93,0.93,40600
12/31/2002,0951,0.93,0.93,0.93,0.93,26600
12/31/2002,0952,0.93,0.93,0.93,0.93,32200
12/31/2002,0953,0.93,0.93,0.93,0.93,98000
12/31/2002,0954,0.93,0.93,0.93,0.93,32200
12/31/2002,0955,0.93,0.93,0.93,0.93,21000
12/31/2002,0956,0.93,0.93,0.93,0.93,30100
12/31/2002,0957,0.93,0.93,0.93,0.93,36400
12/31/2002,0958,0.93,0.93,0.93,0.93,35000
12/31/2002,0959,0.93,0.93,0.93,0.93,2800
12/31/2002,1000,0.93,0.93,0.93,0.93,570290
12/31/2002,1001,0.93,0.93,0.92,0.92,231000
12/31/2002,1002,0.92,0.93,0.92,0.93,40600
12/31/2002,1003,0.93,0.93,0.92,0.93,143654
12/31/2002,1004,0.93,0.93,0.93,0.93,121758
12/31/2002,1005,0.93,0.93,0.93,0.93,41776
12/31/2002,1006,0.93,0.93,0.93,0.93,40600
12/31/2002,1007,0.93,0.93,0.93,0.93,65800
12/31/2002,1008,0.93,0.93,0.93,0.93,144200
12/31/2002,1009,0.93,0.93,0.93,0.93,53200
12/31/2002,1010,0.93,0.93,0.93,0.93,80500
12/31/2002,1011,0.93,0.93,0.93,0.93,200830
12/31/2002,1012,0.93,0.93,0.93,0.93,161000
12/31/2002,1013,0.93,0.93,0.93,0.93,44800
12/31/2002,1014,0.93,0.93,0.93,0.93,64400
12/31/2002,1015,0.93,0.93,0.93,0.93,29400
12/31/2002,1016,0.93,0.93,0.93,0.93,108850
12/31/2002,1017,0.93,0.93,0.93,0.93,18200
12/31/2002,1018,0.93,0.93,0.93,0.93,35000
12/31/2002,1019,0.93,0.93,0.93,0.93,74200
12/31/2002,1020,0.93,0.93,0.93,0.93,53200
12/31/2002,1021,0.93,0.93,0.93,0.93,25200
12/31/2002,1022,0.93,0.93,0.93,0.93,68600
12/31/2002,1023,0.93,0.93,0.93,0.93,16800
12/31/2002,1024,0.93,0.93,0.93,0.93,46200
12/31/2002,1025,0.93,0.93,0.93,0.93,36876
12/31/2002,1026,0.93,0.93,0.93,0.93,28000
12/31/2002,1027,0.93,0.93,0.93,0.93,63602
12/31/2002,1028,0.93,0.93,0.93,0.93,40600
12/31/2002,1029,0.93,0.93,0.93,0.93,29400
12/31/2002,1030,0.93,0.93,0.93,0.93,170800
12/31/2002,1031,0.93,0.93,0.93,0.93,50400
12/31/2002,1032,0.93,0.93,0.93,0.93,51800
12/31/2002,1033,0.93,0.93,0.93,0.93,79800
12/31/2002,1034,0.93,0.93,0.93,0.93,73248
12/31/2002,1035,0.93,0.93,0.92,0.92,165200
12/31/2002,1036,0.93,0.93,0.92,0.92,29400
12/31/2002,1037,0.93,0.93,0.92,0.92,9800
12/31/2002,1038,0.92,0.93,0.92,0.92,33600
12/31/2002,1039,0.93,0.93,0.92,0.93,32200
12/31/2002,1040,0.93,0.93,0.92,0.92,25200
12/31/2002,1041,0.93,0.93,0.92,0.92,15400
12/31/2002,1042,0.92,0.93,0.92,0.93,201600
12/31/2002,1043,0.93,0.93,0.93,0.93,37170
12/31/2002,1044,0.93,0.93,0.93,0.93,63000
12/31/2002,1045,0.93,0.93,0.93,0.93,21000
12/31/2002,1046,0.93,0.93,0.93,0.93,109200
12/31/2002,1047,0.93,0.93,0.92,0.92,616000
12/31/2002,1048,0.93,0.93,0.92,0.92,189490
12/31/2002,1049,0.92,0.93,0.92,0.92,42000
12/31/2002,1050,0.92,0.92,0.92,0.92,12852
12/31/2002,1051,0.92,0.92,0.92,0.92,2800
12/31/2002,1052,0.92,0.92,0.92,0.92,75600
12/31/2002,1053,0.92,0.92,0.92,0.92,162400
12/31/2002,1054,0.92,0.92,0.92,0.92,22400
12/31/2002,1055,0.92,0.93,0.92,0.92,79800
12/31/2002,1056,0.92,0.92,0.92,0.92,78400
12/31/2002,1057,0.92,0.93,0.92,0.92,107660
12/31/2002,1058,0.93,0.93,0.92,0.93,9800
12/31/2002,1059,0.92,0.93,0.92,0.93,33880
12/31/2002,1100,0.93,0.93,0.92,0.92,82600
12/31/2002,1101,0.92,0.93,0.92,0.92,63000
12/31/2002,1102,0.92,0.92,0.92,0.92,9800
12/31/2002,1103,0.92,0.92,0.92,0.92,94654
